CUSTKEY,CUSTNAME,CUSTPHONE,SEGMENT,NATIONKEY_CUS,NATION_CUS,NATIONCOMMENT_CUS,ORDERDATE,SUPPKEY,SUPPNAME,SUPPADDRESS,NATIONKEY_SUPP,NATION_SUPP,NATIONCOMMENT_SUPP,QUANTITY,DISCOUNT
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,01/01/1996,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,18,0.02
83,Customer#000000083,32-817-154-4122,BUILDING,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/06/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",26,0.07
83,Customer#000000083,32-817-154-4122,BUILDING,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/06/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,60,0.045
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,19/04/1994,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,3,0.01
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,19/04/1994,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,3,0.01
106,Customer#000000106,11-751-989-4627,MACHINERY,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,01/12/1995,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,28,0.02
82,Customer#000000082,28-159-442-5305,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,15/11/1993,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,46,0.035
82,Customer#000000082,28-159-442-5305,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,15/11/1993,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,46,0.035
79,Customer#000000079,25-147-850-4166,MACHINERY,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,04/09/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,37,0.01
61,Customer#000000061,27-626-559-8599,FURNITURE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,22/04/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",3,0.08
43,Customer#000000043,29-316-665-2897,MACHINERY,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,29/07/1995,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,15,0.04
43,Customer#000000043,29-316-665-2897,MACHINERY,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,29/07/1995,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,15,0.04
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",05/03/1998,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,44,0.08
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",05/03/1998,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,44,0.08
109,Customer#000000109,26-992-422-8153,BUILDING,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",18/06/1994,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,7,0.07
109,Customer#000000109,26-992-422-8153,BUILDING,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",18/06/1994,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,7,0.07
109,Customer#000000109,26-992-422-8153,BUILDING,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",18/06/1994,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,7,0.07
10,Customer#000000010,15-741-346-9870,HOUSEHOLD,5,ETHIOPIA,ven packages wake quickly. regu,04/04/1997,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,32,0.06
10,Customer#000000010,15-741-346-9870,HOUSEHOLD,5,ETHIOPIA,ven packages wake quickly. regu,04/04/1997,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,32,0.06
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,21/05/1998,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,13,0
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,21/05/1998,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,13,0
106,Customer#000000106,11-751-989-4627,MACHINERY,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,15/07/1997,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,45,0.08
65,Customer#000000065,33-733-623-5267,AUTOMOBILE,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,01/04/1997,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,41,0
131,Customer#000000131,21-840-210-3572,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,24/12/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,38,0.06
131,Customer#000000131,21-840-210-3572,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,24/12/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,38,0.06
145,Customer#000000145,23-562-444-8454,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,30/09/1994,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,18,0.03
10,Customer#000000010,15-741-346-9870,HOUSEHOLD,5,ETHIOPIA,ven packages wake quickly. regu,28/03/1996,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,30,0.02
10,Customer#000000010,15-741-346-9870,HOUSEHOLD,5,ETHIOPIA,ven packages wake quickly. regu,28/03/1996,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,28,0.05
61,Customer#000000061,27-626-559-8599,FURNITURE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,25/03/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,32,0.02
61,Customer#000000061,27-626-559-8599,FURNITURE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,25/03/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,32,0.02
61,Customer#000000061,27-626-559-8599,FURNITURE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,25/03/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,32,0.02
34,Customer#000000034,25-344-968-5422,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,04/12/1992,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,32,0.1
103,Customer#000000103,19-216-107-2107,BUILDING,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,20/08/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",34,0.03
103,Customer#000000103,19-216-107-2107,BUILDING,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,20/08/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",34,0.03
103,Customer#000000103,19-216-107-2107,BUILDING,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,20/08/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",34,0.03
103,Customer#000000103,19-216-107-2107,BUILDING,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,20/08/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",34,0.03
103,Customer#000000103,19-216-107-2107,BUILDING,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,20/08/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",34,0.03
103,Customer#000000103,19-216-107-2107,BUILDING,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,20/08/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",34,0.03
103,Customer#000000103,19-216-107-2107,BUILDING,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,20/08/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",34,0.03
146,Customer#000000146,13-835-723-3223,FURNITURE,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",16/03/1995,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,18,0.08
146,Customer#000000146,13-835-723-3223,FURNITURE,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",16/03/1995,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,18,0.08
143,Customer#000000143,26-314-406-7725,MACHINERY,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",16/06/1997,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",46,0.09
140,Customer#000000140,14-273-885-6505,MACHINERY,4,EGYPT,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,04/03/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,61,0.06
86,Customer#000000086,10-677-951-2353,HOUSEHOLD,0,ALGERIA, haggle. carefully final deposits detect slyly agai,20/11/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,51,0.075
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,10/03/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,33,0.05
118,Customer#000000118,28-639-943-7051,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,21/08/1993,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,47,0.05
22,Customer#000000022,13-806-545-9701,MACHINERY,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",10/02/1992,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,29,0
146,Customer#000000146,13-835-723-3223,FURNITURE,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",19/04/1998,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,27,0.02
146,Customer#000000146,13-835-723-3223,FURNITURE,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",19/04/1998,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,27,0.02
106,Customer#000000106,11-751-989-4627,MACHINERY,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,15/05/1998,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,30,0.02
106,Customer#000000106,11-751-989-4627,MACHINERY,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,15/05/1998,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,30,0.02
80,Customer#000000080,10-267-172-7101,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,09/06/1994,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",46,0.03
16,Customer#000000016,20-781-609-3107,FURNITURE,10,IRAN,efully alongside of the slyly final dependencies. ,07/10/1992,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,31,0.015
125,Customer#000000125,29-261-996-3120,FURNITURE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,18/09/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,43,0.05
17,Customer#000000017,12-970-682-3487,AUTOMOBILE,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,21/08/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,39,0.05
17,Customer#000000017,12-970-682-3487,AUTOMOBILE,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,21/08/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,39,0.05
17,Customer#000000017,12-970-682-3487,AUTOMOBILE,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,21/08/1992,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,87,0.035
17,Customer#000000017,12-970-682-3487,AUTOMOBILE,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,21/08/1992,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,87,0.035
22,Customer#000000022,13-806-545-9701,MACHINERY,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",17/03/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",71,0.05
22,Customer#000000022,13-806-545-9701,MACHINERY,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",17/03/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",71,0.05
32,Customer#000000032,25-430-914-2194,BUILDING,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,26/06/1993,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",39,0.06
32,Customer#000000032,25-430-914-2194,BUILDING,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,26/06/1993,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",39,0.06
35,Customer#000000035,27-566-888-7431,HOUSEHOLD,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,04/01/1995,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,18,0.05
134,Customer#000000134,21-200-159-5932,BUILDING,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,06/09/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",40,0.07
134,Customer#000000134,21-200-159-5932,BUILDING,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,06/09/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",40,0.07
65,Customer#000000065,33-733-623-5267,AUTOMOBILE,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,24/08/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,10,0.03
100,Customer#000000100,30-749-445-4907,FURNITURE,20,SAUDI ARABIA,ts. silent requests haggle. closely express packages sleep across the blithely,17/09/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,52,0.07
100,Customer#000000100,30-749-445-4907,FURNITURE,20,SAUDI ARABIA,ts. silent requests haggle. closely express packages sleep across the blithely,17/09/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,52,0.07
80,Customer#000000080,10-267-172-7101,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,16/04/1998,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,2,0.01
28,Customer#000000028,18-774-241-1462,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,03/06/1998,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,3,0.01
31,Customer#000000031,33-197-837-7094,HOUSEHOLD,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,23/10/1996,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16,0.02
31,Customer#000000031,33-197-837-7094,HOUSEHOLD,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,23/10/1996,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,8,0.05
118,Customer#000000118,28-639-943-7051,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,16/02/1997,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,16,0.1
149,Customer#000000149,29-797-439-6760,AUTOMOBILE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,20/08/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,33,0.01
149,Customer#000000149,29-797-439-6760,AUTOMOBILE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,20/08/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,33,0.01
149,Customer#000000149,29-797-439-6760,AUTOMOBILE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,20/08/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,33,0.01
149,Customer#000000149,29-797-439-6760,AUTOMOBILE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,20/08/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,33,0.01
149,Customer#000000149,29-797-439-6760,AUTOMOBILE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,20/08/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,33,0.01
149,Customer#000000149,29-797-439-6760,AUTOMOBILE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,20/08/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,33,0.01
149,Customer#000000149,29-797-439-6760,AUTOMOBILE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,20/08/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,33,0.01
53,Customer#000000053,25-168-852-5363,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,28/02/1998,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,19,0.05
53,Customer#000000053,25-168-852-5363,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,28/02/1998,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,19,0.05
53,Customer#000000053,25-168-852-5363,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,28/02/1998,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,19,0.05
127,Customer#000000127,31-101-672-2951,MACHINERY,21,VIETNAM,"hely enticingly express accounts. even, final ",10/12/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,33,0.09
32,Customer#000000032,25-430-914-2194,BUILDING,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,22/01/1997,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,23,0.05
40,Customer#000000040,13-652-915-8939,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",07/07/1998,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",31,0.1
40,Customer#000000040,13-652-915-8939,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",07/07/1998,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",31,0.1
40,Customer#000000040,13-652-915-8939,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",01/05/1998,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",13,0.07
65,Customer#000000065,33-733-623-5267,AUTOMOBILE,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,18/03/1996,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,37,0.05
65,Customer#000000065,33-733-623-5267,AUTOMOBILE,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,18/03/1996,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,37,0.05
