CUSTKEY,CUSTNAME,CUSTADDRESS,SEGMENT,SUPPKEY,SUPPNAME,SUPPADDRESS,NATIONKEY,NATION,REGIONKEY,REGION,PARTKEY,PARTNAME,BRAND,MANUFACTURE,TYPE,QUANTITY,EXTENDEDPRICE,TAX
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,175,magenta blue chartreuse tan green,Brand#11,Manufacturer#1,PROMO ANODIZED TIN,32,34405.44,0.05
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,145,navajo lavender chocolate deep hot,Brand#53,Manufacturer#5,PROMO BRUSHED COPPER,18,18812.52,0
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,166,linen bisque tomato gainsboro goldenrod,Brand#52,Manufacturer#5,LARGE POLISHED COPPER,11,11727.76,0.02
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,126,burnished black blue metallic orchid,Brand#45,Manufacturer#4,MEDIUM BRUSHED NICKEL,9,9235.08,0.02
119,Customer#000000119,M1ETOIecuvH8DtM0Y0nryXfW,FURNITURE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,55,sky cream deep tomato rosy,Brand#23,Manufacturer#2,ECONOMY BRUSHED COPPER,28,26741.4,0.03
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,59,misty brown medium mint salmon,Brand#53,Manufacturer#5,MEDIUM POLISHED TIN,70,33566.75,0.025
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,36,chiffon tan forest moccasin dark,Brand#25,Manufacturer#2,SMALL BURNISHED COPPER,40,18720.6,0.015
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,134,steel beige mint maroon indian,Brand#42,Manufacturer#4,SMALL POLISHED STEEL,48,49638.24,0.01
113,Customer#000000113,"eaOl5UBXIvdY57rglaIzqvfPD,MYfK",BUILDING,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,81,misty sandy cornsilk dodger blush,Brand#53,Manufacturer#5,ECONOMY BRUSHED TIN,32,31394.56,0
119,Customer#000000119,M1ETOIecuvH8DtM0Y0nryXfW,FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,189,dodger moccasin lemon purple thistle,Brand#22,Manufacturer#2,MEDIUM BRUSHED BRASS,10,10891.8,0.02
82,Customer#000000082,"zhG3EZbap4c992Gj3bK,3Ne,Xn",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,63,burnished puff coral light papaya,Brand#32,Manufacturer#3,STANDARD BURNISHED NICKEL,46,44300.76,0.07
100,Customer#000000100,fptUABXcmkC5Wx,FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,100,cyan orchid indian cornflower saddle,Brand#33,Manufacturer#3,ECONOMY ANODIZED TIN,49,49004.9,0.06
140,Customer#000000140,"XRqEPiKgcETII,iOLDZp5jA",MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,2,blush thistle blue yellow saddle,Brand#13,Manufacturer#1,LARGE BRUSHED BRASS,3,2706,0.01
52,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,10,linen pink saddle puff powder,Brand#54,Manufacturer#5,LARGE BURNISHED STEEL,42,38220.42,0.08
73,Customer#000000073,8IhIxreu4Ug6tt5mog4,BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,120,pink powder mint moccasin navajo,Brand#14,Manufacturer#1,SMALL ANODIZED NICKEL,38,38764.56,0.03
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,49,light firebrick cyan puff blue,Brand#24,Manufacturer#2,SMALL BURNISHED TIN,43,40808.72,0.08
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,183,ivory white burnished papaya cornflower,Brand#52,Manufacturer#5,PROMO POLISHED STEEL,40,43327.2,0.02
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,123,deep dim peach light beige,Brand#12,Manufacturer#1,SMALL BURNISHED TIN,1,1023.12,0.08
143,Customer#000000143,681r22uL452zqk 8By7I9o9enQfx0,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,84,salmon floral cream rose dark,Brand#45,Manufacturer#4,SMALL ANODIZED NICKEL,28,27554.24,0.02
112,Customer#000000112,RcfgG3bO7QeCnfjqJT1,FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,185,firebrick black ivory spring medium,Brand#44,Manufacturer#4,ECONOMY POLISHED TIN,33,35810.94,0.01
47,Customer#000000047,b0UgocSqEW5 gdVbhNT,BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,139,floral steel burlywood navy cream,Brand#32,Manufacturer#3,MEDIUM BRUSHED STEEL,50,51956.5,0.04
89,Customer#000000089,"dtR, y9JQWUO6FoJExyp8whOU",FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,148,yellow white ghost lavender salmon,Brand#31,Manufacturer#3,STANDARD PLATED STEEL,43,45070.02,0.07
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,178,lace blanched magenta yellow almond,Brand#13,Manufacturer#1,STANDARD POLISHED TIN,5,5390.85,0.07
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,136,cornsilk maroon blanched thistle rosy,Brand#22,Manufacturer#2,SMALL PLATED STEEL,73,37818.745,0.06
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,52,lemon midnight lace sky deep,Brand#35,Manufacturer#3,STANDARD BURNISHED TIN,42,39986.1,0.07
124,Customer#000000124,"aTbyVAW5tCd,v09O",AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,145,navajo lavender chocolate deep hot,Brand#53,Manufacturer#5,PROMO BRUSHED COPPER,49,51211.86,0.06
23,Customer#000000023,OdY W13N7Be3OC5MpgfmcYss0Wn6TKT,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,103,navy sky spring orchid forest,Brand#25,Manufacturer#2,MEDIUM PLATED BRASS,7,7021.7,0.07
23,Customer#000000023,OdY W13N7Be3OC5MpgfmcYss0Wn6TKT,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,116,goldenrod black slate forest red,Brand#53,Manufacturer#5,PROMO POLISHED NICKEL,26,26418.86,0.05
143,Customer#000000143,681r22uL452zqk 8By7I9o9enQfx0,MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,72,hot spring yellow azure dodger,Brand#23,Manufacturer#2,STANDARD ANODIZED TIN,19,18469.33,0.07
25,Customer#000000025,Hp8GyFQgGHFYSilH5tBfe,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,104,plum cyan cornflower midnight royal,Brand#13,Manufacturer#1,MEDIUM ANODIZED STEEL,17,17069.7,0.02
23,Customer#000000023,OdY W13N7Be3OC5MpgfmcYss0Wn6TKT,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,108,bisque peach magenta tomato yellow,Brand#12,Manufacturer#1,PROMO PLATED NICKEL,36,36291.6,0.02
70,Customer#000000070,mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ,FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,186,grey purple chocolate turquoise plum,Brand#23,Manufacturer#2,ECONOMY BRUSHED TIN,10,10861.8,0.07
74,Customer#000000074,"IkJHCA3ZThF7qL7VKcrU nRLl,kylf ",MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,138,dark aquamarine tomato medium puff,Brand#13,Manufacturer#1,ECONOMY BURNISHED COPPER,18,18686.34,0
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,176,pink drab ivory papaya grey,Brand#24,Manufacturer#2,SMALL ANODIZED STEEL,8,8609.36,0.03
8,Customer#000000008,"I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5",BUILDING,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,139,floral steel burlywood navy cream,Brand#32,Manufacturer#3,MEDIUM BRUSHED STEEL,26,27017.38,0.07
100,Customer#000000100,fptUABXcmkC5Wx,FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,180,seashell maroon lace burnished lavender,Brand#33,Manufacturer#3,STANDARD BURNISHED NICKEL,16,17282.88,0.06
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,91,misty bisque lavender spring turquoise,Brand#21,Manufacturer#2,STANDARD BRUSHED TIN,7,6937.63,0.03
79,Customer#000000079,"n5hH2ftkVRwW8idtD,BmM2",MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,86,green blanched firebrick dim cream,Brand#44,Manufacturer#4,STANDARD PLATED TIN,57,28103.28,0.04
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,55,sky cream deep tomato rosy,Brand#23,Manufacturer#2,ECONOMY BRUSHED COPPER,48,45842.4,0.02
94,Customer#000000094,IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,86,green blanched firebrick dim cream,Brand#44,Manufacturer#4,STANDARD PLATED TIN,30,29582.4,0.08
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,91,misty bisque lavender spring turquoise,Brand#21,Manufacturer#2,STANDARD BRUSHED TIN,11,10901.99,0.07
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,166,linen bisque tomato gainsboro goldenrod,Brand#52,Manufacturer#5,LARGE POLISHED COPPER,1,1066.16,0
58,Customer#000000058,g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,86,green blanched firebrick dim cream,Brand#44,Manufacturer#4,STANDARD PLATED TIN,73,35991.92,0.02
137,Customer#000000137,cdW91p92rlAEHgJafqYyxf1Q,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,50,linen blanched tomato slate medium,Brand#33,Manufacturer#3,LARGE ANODIZED TIN,22,20901.1,0.06
74,Customer#000000074,"IkJHCA3ZThF7qL7VKcrU nRLl,kylf ",MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,86,green blanched firebrick dim cream,Brand#44,Manufacturer#4,STANDARD PLATED TIN,30,29582.4,0.07
43,Customer#000000043,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,139,floral steel burlywood navy cream,Brand#32,Manufacturer#3,MEDIUM BRUSHED STEEL,43,44682.59,0.03
112,Customer#000000112,RcfgG3bO7QeCnfjqJT1,FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,7,moccasin green thistle khaki floral,Brand#11,Manufacturer#1,SMALL PLATED COPPER,12,10884,0.01
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,42,midnight turquoise lawn beige thistle,Brand#52,Manufacturer#5,MEDIUM BURNISHED TIN,26,24493.04,0.04
52,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,189,dodger moccasin lemon purple thistle,Brand#22,Manufacturer#2,MEDIUM BRUSHED BRASS,54,29407.86,0.03
139,Customer#000000139,3ElvBwudHKL02732YexGVFVt ,MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,175,magenta blue chartreuse tan green,Brand#11,Manufacturer#1,PROMO ANODIZED TIN,2,2150.34,0.07
139,Customer#000000139,3ElvBwudHKL02732YexGVFVt ,MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,154,peru moccasin peach pale spring,Brand#11,Manufacturer#1,ECONOMY ANODIZED TIN,40,42166,0.07
14,Customer#000000014,KXkletMlL2JQEA ,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,92,blush magenta ghost tomato rose,Brand#22,Manufacturer#2,STANDARD ANODIZED TIN,22,21825.98,0.04
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,165,white dim cornflower sky seashell,Brand#15,Manufacturer#1,STANDARD PLATED STEEL,14,14912.24,0.02
58,Customer#000000058,g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,51,lime frosted indian dodger linen,Brand#45,Manufacturer#4,ECONOMY BURNISHED NICKEL,14,13314.7,0.03
62,Customer#000000062,"upJK2Dnw13,",MACHINERY,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,15,blanched honeydew sky turquoise medium,Brand#15,Manufacturer#1,LARGE ANODIZED BRASS,42,38430.42,0.08
92,Customer#000000092,"obP PULk2LH LqNF,K9hcbNqnLAkJVsl5xqSrY,",MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,192,thistle puff pink cream orange,Brand#34,Manufacturer#3,STANDARD BRUSHED COPPER,11,12014.09,0.07
47,Customer#000000047,b0UgocSqEW5 gdVbhNT,BUILDING,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,12,cornflower wheat orange maroon ghost,Brand#33,Manufacturer#3,MEDIUM ANODIZED STEEL,34,31008.34,0.03
47,Customer#000000047,b0UgocSqEW5 gdVbhNT,BUILDING,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,34,khaki steel rose ghost salmon,Brand#13,Manufacturer#1,LARGE BRUSHED STEEL,28,26152.84,0.08
67,Customer#000000067,rfG0cOgtr5W8 xILkwp9fpCS8,MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,72,hot spring yellow azure dodger,Brand#23,Manufacturer#2,STANDARD ANODIZED TIN,20,19441.4,0.06
70,Customer#000000070,mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ,FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,163,blush metallic maroon lawn forest,Brand#21,Manufacturer#2,ECONOMY PLATED TIN,33,35084.28,0.06
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,46,honeydew turquoise aquamarine spring tan,Brand#11,Manufacturer#1,STANDARD POLISHED TIN,50,47302,0.01
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,65,slate drab medium puff gainsboro,Brand#53,Manufacturer#5,MEDIUM BRUSHED COPPER,37,35707.22,0.01
50,Customer#000000050,9SzDYlkzxByyJ1QeTI o,MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,198,orange cornflower indian aquamarine white,Brand#41,Manufacturer#4,PROMO BRUSHED NICKEL,5,5490.95,0.04
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,101,powder deep lavender violet gainsboro,Brand#32,Manufacturer#3,LARGE ANODIZED STEEL,20,20022,0.07
34,Customer#000000034,"Q6G9wZ6dnczmtOx509xgE,M2KV",HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,51,lime frosted indian dodger linen,Brand#45,Manufacturer#4,ECONOMY BURNISHED NICKEL,34,32335.7,0.05
112,Customer#000000112,RcfgG3bO7QeCnfjqJT1,FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,94,blanched pink frosted mint snow,Brand#35,Manufacturer#3,STANDARD POLISHED BRASS,46,45728.14,0.04
112,Customer#000000112,RcfgG3bO7QeCnfjqJT1,FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,21,lemon floral azure frosted lime,Brand#33,Manufacturer#3,SMALL BURNISHED TIN,43,39603.86,0.04
112,Customer#000000112,RcfgG3bO7QeCnfjqJT1,FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,195,bisque sienna hot goldenrod khaki,Brand#41,Manufacturer#4,STANDARD BRUSHED NICKEL,44,48188.36,0.03
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,60,snow spring sandy olive tomato,Brand#11,Manufacturer#1,LARGE POLISHED COPPER,30,28801.8,0.07
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,64,aquamarine coral lemon ivory gainsboro,Brand#21,Manufacturer#2,MEDIUM ANODIZED BRASS,14,13496.84,0.02
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,166,linen bisque tomato gainsboro goldenrod,Brand#52,Manufacturer#5,LARGE POLISHED COPPER,9,9595.44,0.05
106,Customer#000000106,xGCOEAUjUNG,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,143,bisque dodger blanched steel maroon,Brand#34,Manufacturer#3,ECONOMY PLATED TIN,7,7301.98,0.06
31,Customer#000000031,LUACbO0viaAv6eXOAebryDB xjVst,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,58,linen hot cornsilk drab bisque,Brand#53,Manufacturer#5,STANDARD POLISHED TIN,36,34489.8,0.03
109,Customer#000000109,OOOkYBgCMzgMQXUmkocoLb56rfrdWp2NE2c,BUILDING,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,30,cream misty steel spring medium,Brand#42,Manufacturer#4,PROMO ANODIZED TIN,28,26040.84,0
58,Customer#000000058,g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,76,rosy light lime puff sandy,Brand#34,Manufacturer#3,MEDIUM BRUSHED COPPER,44,42947.08,0.03
142,Customer#000000142,"AnJ5lxtLjioClr2khl9pb8NLxG2,",AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,105,dodger slate pale mint navajo,Brand#15,Manufacturer#1,SMALL POLISHED COPPER,44,44224.4,0.01
134,Customer#000000134,sUiZ78QCkTQPICKpA9OBzkUp2FM,BUILDING,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,154,peru moccasin peach pale spring,Brand#11,Manufacturer#1,ECONOMY ANODIZED TIN,6,6324.9,0.01
82,Customer#000000082,"zhG3EZbap4c992Gj3bK,3Ne,Xn",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,7,moccasin green thistle khaki floral,Brand#11,Manufacturer#1,SMALL PLATED COPPER,12,10884,0.03
95,Customer#000000095,"EU0xvmWvOmUUn5J,2z85DQyG7QCJ9Xq7",MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,7,moccasin green thistle khaki floral,Brand#11,Manufacturer#1,SMALL PLATED COPPER,5,4535,0.05
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,21,lemon floral azure frosted lime,Brand#33,Manufacturer#3,SMALL BURNISHED TIN,50,46051,0.02
8,Customer#000000008,"I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5",BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,122,gainsboro royal forest dark lace,Brand#21,Manufacturer#2,MEDIUM ANODIZED TIN,8,8176.96,0.02
73,Customer#000000073,8IhIxreu4Ug6tt5mog4,BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,34,khaki steel rose ghost salmon,Brand#13,Manufacturer#1,LARGE BRUSHED STEEL,50,46701.5,0.01
25,Customer#000000025,Hp8GyFQgGHFYSilH5tBfe,FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,113,almond seashell azure blanched light,Brand#31,Manufacturer#3,PROMO POLISHED TIN,48,48629.28,0.01
110,Customer#000000110,mymPfgphaYXNYtk,AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,51,lime frosted indian dodger linen,Brand#45,Manufacturer#4,ECONOMY BURNISHED NICKEL,31,29482.55,0.06
110,Customer#000000110,mymPfgphaYXNYtk,AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,34,khaki steel rose ghost salmon,Brand#13,Manufacturer#1,LARGE BRUSHED STEEL,14,13076.42,0.05
106,Customer#000000106,xGCOEAUjUNG,MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,97,coral dodger beige black chartreuse,Brand#33,Manufacturer#3,MEDIUM POLISHED BRASS,47,46863.23,0.07
61,Customer#000000061,9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE,FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,158,magenta light misty navy honeydew,Brand#45,Manufacturer#4,MEDIUM BURNISHED COPPER,38,20104.85,0.015
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,94,blanched pink frosted mint snow,Brand#35,Manufacturer#3,STANDARD POLISHED BRASS,88,43739.96,0.065
40,Customer#000000040,gOnGWAyhSV1ofv,BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,166,linen bisque tomato gainsboro goldenrod,Brand#52,Manufacturer#5,LARGE POLISHED COPPER,15,15992.4,0.01
130,Customer#000000130,RKPx2OfZy0Vn 8wGWZ7F2EAvmMORl1k8iH,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,54,blanched mint yellow papaya cyan,Brand#21,Manufacturer#2,LARGE BURNISHED COPPER,2,1908.1,0.04
64,Customer#000000064,"MbCeGY20kaKK3oalJD,OT",BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,165,white dim cornflower sky seashell,Brand#15,Manufacturer#1,STANDARD PLATED STEEL,44,46867.04,0.07
128,Customer#000000128,AmKUMlJf2NRHcKGmKjLS,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,124,wheat blush forest metallic navajo,Brand#32,Manufacturer#3,PROMO ANODIZED STEEL,41,41988.92,0.08
